order_line_id,order_id,product_id,clothing_size,shoe_size,quantity,unit_price,line_total
15888,8549,26,,,2,15.99,31.98
15889,8550,33,,,1,24.99,24.99
15890,8550,26,,,2,15.99,31.98
15891,8550,33,,,1,24.99,24.99
15892,8550,3,S,,1,129.99,129.99
15893,8550,21,,6,1,29.99,29.99
15894,8551,18,,9,1,129.99,129.99
15895,8551,28,,,2,18.99,37.98
15896,8551,17,,11,1,99.99,99.99
15897,8551,14,,8,1,49.99,49.99
15898,8552,19,,8,1,49.99,49.99
15899,8552,19,,8,1,49.99,49.99
15900,8553,34,,,2,19.99,39.98
15901,8554,25,,,2,19.99,39.98
15902,8554,7,L,,2,29.99,59.98
15903,8555,29,,,2,24.99,49.98
15904,8556,21,,9,1,29.99,29.99
15905,8556,13,,6,1,69.99,69.99
15906,8556,29,,,2,24.99,49.98
15907,8557,7,XL,,2,29.99,59.98
15908,8558,2,M,,2,99.99,199.98
15909,8558,29,,,2,24.99,49.98
15910,8558,20,,10,1,19.99,19.99
15911,8559,20,,5,1,19.99,19.99
15912,8559,29,,,1,24.99,24.99
15913,8560,30,,,1,24.99,24.99
15914,8560,20,,9,1,19.99,19.99
15915,8561,26,,,1,15.99,15.99
15916,8562,34,,,1,19.99,19.99
15917,8562,34,,,1,19.99,19.99
15918,8563,7,XS,,2,29.99,59.98
15919,8563,12,M,,2,149.99,299.98
15920,8563,25,,,2,19.99,39.98
15921,8563,18,,9,1,129.99,129.99
15922,8564,6,S,,1,119.99,119.99
15923,8565,6,S,,2,119.99,239.98
15924,8566,26,,,2,15.99,31.98
15925,8567,2,XL,,2,99.99,199.98
15926,8567,35,,,2,29.99,59.98
15927,8567,22,,8,1,49.99,49.99
15928,8567,26,,,1,15.99,15.99
15929,8568,33,,,2,24.99,49.98
15930,8569,6,S,,1,119.99,119.99
15931,8569,7,M,,1,29.99,29.99
15932,8570,11,XS,,2,49.99,99.98
15933,8570,21,,10,1,29.99,29.99
15934,8570,28,,,2,18.99,37.98
15935,8570,18,,6,1,129.99,129.99
15936,8571,1,S,,2,59.99,119.98
15937,8571,27,,,2,19.99,39.98
15938,8572,20,,8,1,19.99,19.99
15939,8573,10,S,,1,29.99,29.99
15940,8573,33,,,1,24.99,24.99
15941,8574,20,,8,1,19.99,19.99
15942,8575,35,,,1,29.99,29.99
15943,8575,27,,,2,19.99,39.98
15944,8576,30,,,1,24.99,24.99
15945,8577,29,,,2,24.99,49.98
15946,8578,7,L,,1,29.99,29.99
15947,8578,35,,,2,29.99,59.98
15948,8579,7,XS,,2,29.99,59.98
15949,8580,7,XL,,1,29.99,29.99
15950,8580,17,,5,1,99.99,99.99
15951,8581,34,,,1,19.99,19.99
15952,8582,30,,,1,24.99,24.99
15953,8582,24,,,1,12.99,12.99
15954,8582,5,L,,2,99.99,199.98
15955,8583,4,L,,1,49.99,49.99
15956,8584,14,,7,1,49.99,49.99
15957,8585,14,,8,1,49.99,49.99
15958,8586,24,,,1,12.99,12.99
15959,8587,10,XS,,1,29.99,29.99
15960,8587,10,M,,1,29.99,29.99
15961,8588,18,,5,1,129.99,129.99
15962,8588,19,,7,1,49.99,49.99
15963,8588,22,,11,1,49.99,49.99
15964,8589,20,,8,1,19.99,19.99
15965,8590,8,XL,,1,39.99,39.99
15966,8591,28,,,1,18.99,18.99
15967,8592,24,,,1,12.99,12.99
15968,8593,27,,,2,19.99,39.98
15969,8593,21,,6,1,29.99,29.99
15970,8593,8,S,,1,39.99,39.99
15971,8593,22,,9,1,49.99,49.99
15972,8594,5,S,,2,99.99,199.98
15973,8595,6,S,,1,119.99,119.99
15974,8596,30,,,1,24.99,24.99
15975,8597,16,,6,1,99.99,99.99
15976,8598,22,,6,1,49.99,49.99
15977,8598,30,,,1,24.99,24.99
15978,8599,26,,,2,15.99,31.98
15979,8599,5,S,,2,99.99,199.98
15980,8599,19,,7,1,49.99,49.99
15981,8600,28,,,1,18.99,18.99
15982,8601,5,S,,1,99.99,99.99
15983,8601,35,,,1,29.99,29.99
15984,8602,27,,,1,19.99,19.99
15985,8602,34,,,2,19.99,39.98
15986,8602,24,,,2,12.99,25.98
15987,8603,32,,,1,49.99,49.99
15988,8603,22,,7,1,49.99,49.99
15989,8604,19,,8,1,49.99,49.99
15990,8604,16,,6,1,99.99,99.99
15991,8604,34,,,2,19.99,39.98
15992,8605,20,,11,1,19.99,19.99
15993,8606,6,XS,,1,119.99,119.99
15994,8607,11,XS,,1,49.99,49.99
15995,8608,20,,6,1,19.99,19.99
15996,8608,26,,,1,15.99,15.99
15997,8609,33,,,1,24.99,24.99
15998,8610,8,M,,2,39.99,79.98
15999,8611,20,,11,1,19.99,19.99
16000,8612,5,S,,2,99.99,199.98
16001,8613,30,,,2,24.99,49.98
16002,8614,25,,,1,19.99,19.99
16003,8614,24,,,2,12.99,25.98
16004,8615,27,,,1,19.99,19.99
16005,8615,19,,9,1,49.99,49.99
16006,8615,33,,,2,24.99,49.98
16007,8616,25,,,1,19.99,19.99
16008,8617,24,,,2,12.99,25.98
16009,8618,16,,9,1,99.99,99.99
16010,8619,14,,5,1,49.99,49.99
16011,8620,32,,,1,49.99,49.99
16012,8620,25,,,1,19.99,19.99
16013,8620,24,,,1,12.99,12.99
16014,8621,20,,10,1,19.99,19.99
16015,8622,27,,,1,19.99,19.99
16016,8623,16,,11,1,99.99,99.99
16017,8623,33,,,1,24.99,24.99
16018,8624,22,,6,1,49.99,49.99
16019,8624,28,,,2,18.99,37.98
16020,8625,26,,,2,15.99,31.98
16021,8626,14,,5,1,49.99,49.99
16022,8627,27,,,2,19.99,39.98
16023,8628,26,,,2,15.99,31.98
16024,8629,17,,8,1,99.99,99.99
16025,8630,2,S,,2,99.99,199.98
16026,8631,14,,6,1,49.99,49.99
16027,8632,32,,,1,49.99,49.99
16028,8633,30,,,1,24.99,24.99
16029,8634,33,,,1,24.99,24.99
16030,8635,20,,5,1,19.99,19.99
16031,8636,12,L,,1,149.99,149.99
16032,8636,26,,,1,15.99,15.99
16033,8637,19,,9,1,49.99,49.99
16034,8637,23,,7,1,64.99,64.99
16035,8637,18,,6,1,129.99,129.99
16036,8637,24,,,1,12.99,12.99
16037,8637,4,XL,,2,49.99,99.98
16038,8638,3,M,,2,129.99,259.98
16039,8639,8,XL,,2,39.99,79.98
16040,8640,35,,,1,29.99,29.99
16041,8641,5,L,,2,99.99,199.98
16042,8641,31,,,2,69.99,139.98
16043,8642,11,XS,,2,49.99,99.98
16044,8643,35,,,2,29.99,59.98
16045,8644,8,XS,,1,39.99,39.99
16046,8644,9,S,,1,59.99,59.99
16047,8644,32,,,1,49.99,49.99
16048,8645,17,,7,1,99.99,99.99
16049,8645,16,,6,1,99.99,99.99
16050,8645,31,,,2,69.99,139.98
16051,8646,17,,5,1,99.99,99.99
16052,8647,26,,,1,15.99,15.99
16053,8647,14,,6,1,49.99,49.99
16054,8647,24,,,1,12.99,12.99
16055,8648,31,,,2,69.99,139.98
16056,8649,24,,,2,12.99,25.98
16057,8650,24,,,1,12.99,12.99
16058,8651,27,,,2,19.99,39.98
16059,8652,7,S,,1,29.99,29.99
16060,8652,10,L,,1,29.99,29.99
16061,8653,5,S,,1,99.99,99.99
16062,8654,33,,,1,24.99,24.99
16063,8655,6,L,,2,119.99,239.98
16064,8655,35,,,2,29.99,59.98
16065,8656,29,,,2,24.99,49.98
16066,8657,29,,,2,24.99,49.98
16067,8658,25,,,2,19.99,39.98
16068,8658,35,,,2,29.99,59.98
16069,8658,24,,,1,12.99,12.99
16070,8658,35,,,1,29.99,29.99
16071,8659,28,,,1,18.99,18.99
16072,8659,29,,,2,24.99,49.98
16073,8659,21,,8,1,29.99,29.99
16074,8660,15,,9,1,69.99,69.99
16075,8661,29,,,1,24.99,24.99
16076,8662,31,,,2,69.99,139.98
16077,8663,23,,5,1,64.99,64.99
16078,8663,12,XL,,1,149.99,149.99
16079,8664,29,,,2,24.99,49.98
16080,8664,31,,,1,69.99,69.99
16081,8664,10,XS,,2,29.99,59.98
16082,8665,23,,9,1,64.99,64.99
16083,8665,2,XL,,1,99.99,99.99
16084,8665,18,,8,1,129.99,129.99
16085,8665,20,,6,1,19.99,19.99
16086,8665,10,L,,1,29.99,29.99
16087,8665,26,,,1,15.99,15.99
16088,8666,18,,9,1,129.99,129.99
16089,8667,29,,,1,24.99,24.99
16090,8668,19,,5,1,49.99,49.99
16091,8669,27,,,2,19.99,39.98
16092,8669,30,,,2,24.99,49.98
16093,8670,32,,,2,49.99,99.98
16094,8671,30,,,2,24.99,49.98
16095,8671,34,,,2,19.99,39.98
16096,8672,33,,,2,24.99,49.98
16097,8673,8,S,,1,39.99,39.99
16098,8674,5,S,,1,99.99,99.99
16099,8675,34,,,2,19.99,39.98
16100,8676,21,,11,1,29.99,29.99
16101,8676,26,,,1,15.99,15.99
16102,8676,22,,8,1,49.99,49.99
16103,8677,7,XL,,1,29.99,29.99
16104,8677,28,,,2,18.99,37.98
16105,8678,8,XL,,1,39.99,39.99
16106,8679,12,M,,2,149.99,299.98
16107,8680,31,,,2,69.99,139.98
16108,8680,16,,6,1,99.99,99.99
16109,8680,30,,,1,24.99,24.99
16110,8680,1,S,,2,59.99,119.98
16111,8680,5,XS,,1,99.99,99.99
16112,8681,24,,,1,12.99,12.99
16113,8681,23,,10,1,64.99,64.99
16114,8681,31,,,1,69.99,69.99
16115,8681,34,,,1,19.99,19.99
16116,8682,8,M,,2,39.99,79.98
16117,8683,10,XS,,1,29.99,29.99
16118,8683,30,,,1,24.99,24.99
16119,8683,20,,9,1,19.99,19.99
16120,8683,15,,8,1,69.99,69.99
16121,8684,16,,11,1,99.99,99.99
16122,8684,32,,,1,49.99,49.99
16123,8684,3,S,,2,129.99,259.98
16124,8685,28,,,2,18.99,37.98
16125,8685,17,,5,1,99.99,99.99
16126,8686,1,M,,1,59.99,59.99
16127,8686,12,XL,,1,149.99,149.99
16128,8687,5,L,,1,99.99,99.99
16129,8687,10,XL,,1,29.99,29.99
16130,8687,28,,,2,18.99,37.98
16131,8688,7,L,,1,29.99,29.99
16132,8688,21,,11,1,29.99,29.99
16133,8688,32,,,2,49.99,99.98
16134,8689,31,,,1,69.99,69.99
16135,8690,28,,,2,18.99,37.98
16136,8691,26,,,2,15.99,31.98
16137,8691,6,S,,1,119.99,119.99
16138,8692,19,,6,1,49.99,49.99
16139,8692,26,,,1,15.99,15.99
16140,8693,6,XL,,1,119.99,119.99
16141,8694,29,,,2,24.99,49.98
16142,8695,24,,,2,12.99,25.98
16143,8695,7,M,,1,29.99,29.99
16144,8696,17,,7,1,99.99,99.99
16145,8697,4,M,,2,49.99,99.98
16146,8698,1,M,,2,59.99,119.98
16147,8698,10,S,,1,29.99,29.99
16148,8699,9,XL,,1,59.99,59.99
16149,8700,26,,,1,15.99,15.99
16150,8701,16,,6,1,99.99,99.99
16151,8701,6,XS,,1,119.99,119.99
16152,8702,5,XS,,1,99.99,99.99
16153,8703,13,,5,1,69.99,69.99
16154,8703,30,,,1,24.99,24.99
16155,8703,23,,6,1,64.99,64.99
16156,8704,17,,11,1,99.99,99.99
16157,8705,29,,,2,24.99,49.98
16158,8705,26,,,1,15.99,15.99
16159,8705,28,,,1,18.99,18.99
16160,8706,11,XL,,1,49.99,49.99
16161,8707,32,,,1,49.99,49.99
16162,8707,23,,11,1,64.99,64.99
16163,8707,14,,8,1,49.99,49.99
16164,8707,18,,10,1,129.99,129.99
16165,8707,20,,11,1,19.99,19.99
16166,8707,28,,,2,18.99,37.98
16167,8708,20,,7,1,19.99,19.99
16168,8708,17,,7,1,99.99,99.99
16169,8709,15,,5,1,69.99,69.99
16170,8709,28,,,2,18.99,37.98
16171,8709,33,,,2,24.99,49.98
16172,8709,35,,,2,29.99,59.98
16173,8710,25,,,2,19.99,39.98
16174,8711,11,M,,1,49.99,49.99
16175,8712,12,S,,2,149.99,299.98
16176,8713,26,,,2,15.99,31.98
16177,8713,34,,,2,19.99,39.98
16178,8713,34,,,2,19.99,39.98
16179,8713,16,,10,1,99.99,99.99
16180,8713,24,,,1,12.99,12.99
16181,8714,27,,,2,19.99,39.98
16182,8715,32,,,1,49.99,49.99
16183,8716,24,,,2,12.99,25.98
16184,8717,14,,7,1,49.99,49.99
16185,8717,19,,11,1,49.99,49.99
16186,8718,8,XL,,2,39.99,79.98
16187,8718,16,,8,1,99.99,99.99
16188,8718,24,,,1,12.99,12.99
16189,8718,7,L,,1,29.99,29.99
16190,8719,35,,,1,29.99,29.99
16191,8719,23,,8,1,64.99,64.99
16192,8720,26,,,1,15.99,15.99
16193,8721,35,,,2,29.99,59.98
16194,8721,21,,6,1,29.99,29.99
16195,8721,10,S,,2,29.99,59.98
16196,8722,25,,,1,19.99,19.99
16197,8723,33,,,1,24.99,24.99
16198,8724,27,,,2,19.99,39.98
16199,8725,3,L,,2,129.99,259.98
16200,8725,21,,9,1,29.99,29.99
16201,8725,12,L,,1,149.99,149.99
16202,8726,26,,,1,15.99,15.99
16203,8727,32,,,1,49.99,49.99
16204,8728,17,,9,1,99.99,99.99
16205,8729,15,,8,1,69.99,69.99
16206,8729,7,M,,2,29.99,59.98
16207,8730,27,,,2,19.99,39.98
16208,8730,4,L,,2,49.99,99.98
16209,8731,19,,11,1,49.99,49.99
16210,8731,29,,,1,24.99,24.99
16211,8731,26,,,1,15.99,15.99
16212,8732,4,XL,,1,49.99,49.99
16213,8732,23,,10,1,64.99,64.99
16214,8732,19,,6,1,49.99,49.99
16215,8732,2,XS,,1,99.99,99.99
16216,8732,11,S,,2,49.99,99.98
16217,8733,12,M,,1,149.99,149.99
16218,8734,21,,5,1,29.99,29.99
16219,8734,22,,11,1,49.99,49.99
16220,8734,1,M,,2,59.99,119.98
16221,8735,13,,11,1,69.99,69.99
16222,8735,24,,,2,12.99,25.98
16223,8735,12,L,,1,149.99,149.99
16224,8735,30,,,1,24.99,24.99
16225,8736,9,XS,,1,59.99,59.99
16226,8736,34,,,1,19.99,19.99
16227,8736,9,L,,1,59.99,59.99
16228,8737,35,,,1,29.99,29.99
16229,8738,25,,,1,19.99,19.99
16230,8739,29,,,1,24.99,24.99
16231,8740,24,,,2,12.99,25.98
16232,8740,28,,,2,18.99,37.98
16233,8741,6,S,,1,119.99,119.99
16234,8741,34,,,2,19.99,39.98
16235,8742,15,,7,1,69.99,69.99
16236,8743,34,,,1,19.99,19.99
16237,8743,21,,5,1,29.99,29.99
16238,8744,10,S,,1,29.99,29.99
16239,8745,8,S,,1,39.99,39.99
16240,8746,27,,,1,19.99,19.99
16241,8747,7,M,,2,29.99,59.98
16242,8747,13,,10,1,69.99,69.99
16243,8747,7,XL,,1,29.99,29.99
16244,8748,4,XS,,2,49.99,99.98
16245,8749,32,,,2,49.99,99.98
16246,8749,34,,,1,19.99,19.99
16247,8750,31,,,2,69.99,139.98
16248,8751,20,,9,1,19.99,19.99
16249,8751,19,,6,1,49.99,49.99
16250,8752,26,,,1,15.99,15.99
16251,8752,26,,,2,15.99,31.98
16252,8752,20,,9,1,19.99,19.99
16253,8752,23,,6,1,64.99,64.99
16254,8753,30,,,1,24.99,24.99
16255,8754,22,,6,1,49.99,49.99
16256,8754,13,,7,1,69.99,69.99
16257,8755,13,,11,1,69.99,69.99
16258,8755,26,,,1,15.99,15.99
16259,8755,2,XL,,1,99.99,99.99
16260,8756,28,,,1,18.99,18.99
16261,8756,13,,11,1,69.99,69.99
16262,8757,21,,7,1,29.99,29.99
16263,8758,32,,,2,49.99,99.98
16264,8759,30,,,1,24.99,24.99
16265,8760,27,,,1,19.99,19.99
16266,8761,34,,,1,19.99,19.99
16267,8762,35,,,1,29.99,29.99
16268,8763,34,,,1,19.99,19.99
16269,8764,34,,,1,19.99,19.99
16270,8764,8,XL,,2,39.99,79.98
16271,8765,22,,6,1,49.99,49.99
16272,8765,5,M,,2,99.99,199.98
16273,8766,30,,,1,24.99,24.99
16274,8767,20,,9,1,19.99,19.99
16275,8767,20,,8,1,19.99,19.99
16276,8767,4,M,,1,49.99,49.99
16277,8767,9,M,,2,59.99,119.98
16278,8767,19,,6,1,49.99,49.99
16279,8768,32,,,1,49.99,49.99
16280,8768,6,L,,2,119.99,239.98
16281,8769,17,,9,1,99.99,99.99
16282,8770,24,,,1,12.99,12.99
16283,8771,26,,,1,15.99,15.99
16284,8772,29,,,1,24.99,24.99
16285,8772,19,,10,1,49.99,49.99
16286,8772,11,M,,1,49.99,49.99
16287,8772,32,,,2,49.99,99.98
16288,8773,12,S,,1,149.99,149.99
16289,8773,31,,,1,69.99,69.99
16290,8774,12,XL,,1,149.99,149.99
16291,8774,16,,6,1,99.99,99.99
16292,8774,30,,,1,24.99,24.99
16293,8775,6,XS,,2,119.99,239.98
16294,8775,32,,,1,49.99,49.99
16295,8776,33,,,1,24.99,24.99
16296,8777,29,,,2,24.99,49.98
16297,8778,4,XL,,1,49.99,49.99
16298,8779,20,,10,1,19.99,19.99
16299,8780,10,XS,,1,29.99,29.99
16300,8780,8,M,,1,39.99,39.99
16301,8781,19,,5,1,49.99,49.99
16302,8782,7,XL,,1,29.99,29.99
16303,8783,6,L,,1,119.99,119.99
16304,8784,19,,5,1,49.99,49.99
16305,8785,7,S,,2,29.99,59.98
16306,8786,32,,,1,49.99,49.99
16307,8787,33,,,1,24.99,24.99
16308,8787,30,,,1,24.99,24.99
16309,8787,11,L,,1,49.99,49.99
16310,8787,6,M,,1,119.99,119.99
16311,8788,24,,,2,12.99,25.98
16312,8789,10,XS,,1,29.99,29.99
16313,8790,26,,,1,15.99,15.99
16314,8791,9,S,,1,59.99,59.99
16315,8792,35,,,2,29.99,59.98
16316,8793,11,S,,1,49.99,49.99
16317,8794,7,M,,2,29.99,59.98
16318,8795,30,,,1,24.99,24.99
16319,8796,10,L,,2,29.99,59.98
16320,8796,35,,,2,29.99,59.98
16321,8796,28,,,2,18.99,37.98
16322,8797,8,L,,1,39.99,39.99
16323,8798,11,L,,2,49.99,99.98
16324,8799,4,XL,,2,49.99,99.98
16325,8799,24,,,2,12.99,25.98
16326,8800,15,,6,1,69.99,69.99
16327,8800,35,,,2,29.99,59.98
16328,8801,25,,,1,19.99,19.99
16329,8801,19,,8,1,49.99,49.99
16330,8801,28,,,1,18.99,18.99
16331,8802,32,,,2,49.99,99.98
16332,8803,3,S,,1,129.99,129.99
16333,8803,5,XL,,1,99.99,99.99
16334,8803,26,,,1,15.99,15.99
16335,8804,18,,6,1,129.99,129.99
16336,8805,28,,,2,18.99,37.98
16337,8806,17,,10,1,99.99,99.99
16338,8806,11,XS,,2,49.99,99.98
16339,8806,12,XS,,1,149.99,149.99
16340,8806,21,,9,1,29.99,29.99
16341,8807,17,,10,1,99.99,99.99
16342,8808,21,,6,1,29.99,29.99
16343,8808,15,,6,1,69.99,69.99
16344,8808,9,S,,1,59.99,59.99
16345,8809,16,,11,1,99.99,99.99
16346,8810,20,,5,1,19.99,19.99
16347,8810,28,,,2,18.99,37.98
16348,8810,15,,8,1,69.99,69.99
16349,8811,30,,,1,24.99,24.99
16350,8812,11,XS,,1,49.99,49.99
16351,8812,30,,,2,24.99,49.98
16352,8813,4,L,,1,49.99,49.99
16353,8813,25,,,1,19.99,19.99
16354,8814,21,,6,1,29.99,29.99
16355,8815,29,,,1,24.99,24.99
16356,8816,11,L,,1,49.99,49.99
16357,8817,31,,,1,69.99,69.99
16358,8817,11,XS,,1,49.99,49.99
16359,8818,10,XL,,1,29.99,29.99
16360,8819,28,,,1,18.99,18.99
16361,8819,10,S,,1,29.99,29.99
16362,8820,31,,,2,69.99,139.98
16363,8820,13,,11,1,69.99,69.99
16364,8821,14,,5,1,49.99,49.99
16365,8821,26,,,2,15.99,31.98
16366,8822,21,,11,1,29.99,29.99
16367,8823,27,,,1,19.99,19.99
16368,8824,13,,9,1,69.99,69.99
16369,8825,18,,7,1,129.99,129.99
16370,8826,14,,11,1,49.99,49.99
16371,8827,15,,6,1,69.99,69.99
16372,8827,18,,11,1,129.99,129.99
16373,8828,4,XL,,1,49.99,49.99
16374,8829,34,,,1,19.99,19.99
16375,8830,32,,,2,49.99,99.98
16376,8831,9,XS,,2,59.99,119.98
16377,8831,19,,8,1,49.99,49.99
16378,8831,31,,,2,69.99,139.98
16379,8832,10,XS,,2,29.99,59.98
16380,8832,28,,,2,18.99,37.98
16381,8833,30,,,2,24.99,49.98
16382,8834,32,,,2,49.99,99.98
16383,8834,7,M,,1,29.99,29.99
16384,8835,4,XS,,1,49.99,49.99
16385,8835,11,S,,2,49.99,99.98
16386,8836,10,M,,1,29.99,29.99
16387,8837,4,S,,1,49.99,49.99
16388,8838,15,,5,1,69.99,69.99
16389,8838,32,,,2,49.99,99.98
16390,8839,21,,6,1,29.99,29.99
16391,8840,21,,7,1,29.99,29.99
16392,8840,29,,,1,24.99,24.99
16393,8841,22,,11,1,49.99,49.99
16394,8841,8,S,,2,39.99,79.98
16395,8842,16,,8,1,99.99,99.99
16396,8843,21,,5,1,29.99,29.99
16397,8843,27,,,2,19.99,39.98
16398,8843,35,,,1,29.99,29.99
16399,8843,29,,,1,24.99,24.99
16400,8843,25,,,1,19.99,19.99
16401,8844,15,,10,1,69.99,69.99
16402,8845,29,,,1,24.99,24.99
16403,8846,15,,8,1,69.99,69.99
16404,8847,7,M,,1,29.99,29.99
16405,8848,33,,,1,24.99,24.99
16406,8849,14,,5,1,49.99,49.99
16407,8849,34,,,1,19.99,19.99
16408,8850,30,,,1,24.99,24.99
16409,8850,30,,,1,24.99,24.99
16410,8851,1,XS,,2,59.99,119.98
16411,8851,30,,,2,24.99,49.98
16412,8852,26,,,1,15.99,15.99
16413,8853,7,L,,1,29.99,29.99
16414,8853,33,,,1,24.99,24.99
16415,8854,11,M,,2,49.99,99.98
16416,8854,34,,,1,19.99,19.99
16417,8854,32,,,1,49.99,49.99
16418,8854,17,,6,1,99.99,99.99
16419,8855,34,,,2,19.99,39.98
16420,8856,32,,,2,49.99,99.98
16421,8856,24,,,2,12.99,25.98
16422,8857,13,,9,1,69.99,69.99
16423,8858,14,,10,1,49.99,49.99
16424,8859,2,M,,1,99.99,99.99
16425,8860,20,,6,1,19.99,19.99
16426,8860,8,XS,,1,39.99,39.99
16427,8861,33,,,1,24.99,24.99
16428,8861,16,,11,1,99.99,99.99
16429,8861,15,,10,1,69.99,69.99
16430,8861,25,,,1,19.99,19.99
16431,8861,5,L,,2,99.99,199.98
16432,8861,18,,11,1,129.99,129.99
16433,8862,16,,9,1,99.99,99.99
16434,8863,19,,8,1,49.99,49.99
16435,8864,30,,,2,24.99,49.98
16436,8865,24,,,2,12.99,25.98
16437,8865,23,,7,1,64.99,64.99
16438,8865,29,,,1,24.99,24.99
16439,8865,32,,,1,49.99,49.99
16440,8865,11,XL,,2,49.99,99.98
16441,8866,30,,,1,24.99,24.99
16442,8867,20,,5,1,19.99,19.99
16443,8868,1,XL,,1,59.99,59.99
16444,8868,1,M,,1,59.99,59.99
16445,8868,21,,8,1,29.99,29.99
16446,8868,4,L,,2,49.99,99.98
16447,8869,29,,,1,24.99,24.99
16448,8870,24,,,2,12.99,25.98
16449,8870,8,S,,1,39.99,39.99
16450,8871,24,,,1,12.99,12.99
16451,8872,29,,,1,24.99,24.99
16452,8873,17,,9,1,99.99,99.99
16453,8873,1,M,,1,59.99,59.99
16454,8874,11,S,,1,49.99,49.99
16455,8875,13,,10,1,69.99,69.99
16456,8876,32,,,2,49.99,99.98
16457,8877,20,,6,1,19.99,19.99
16458,8878,25,,,2,19.99,39.98
16459,8879,13,,11,1,69.99,69.99
16460,8880,5,XS,,1,99.99,99.99
16461,8880,7,XL,,1,29.99,29.99
16462,8880,28,,,1,18.99,18.99
16463,8880,7,XS,,1,29.99,29.99
16464,8881,12,M,,2,149.99,299.98
16465,8882,9,L,,2,59.99,119.98
16466,8883,28,,,1,18.99,18.99
16467,8884,19,,10,1,49.99,49.99
16468,8884,29,,,1,24.99,24.99
16469,8885,34,,,1,19.99,19.99
16470,8885,7,L,,1,29.99,29.99
16471,8885,9,M,,1,59.99,59.99
16472,8886,3,M,,2,129.99,259.98
16473,8886,24,,,1,12.99,12.99
16474,8886,29,,,2,24.99,49.98
16475,8886,8,XL,,2,39.99,79.98
16476,8886,30,,,2,24.99,49.98
16477,8886,19,,6,1,49.99,49.99
16478,8886,32,,,2,49.99,99.98
16479,8887,27,,,1,19.99,19.99
16480,8888,23,,5,1,64.99,64.99
16481,8889,29,,,2,24.99,49.98
16482,8889,14,,9,1,49.99,49.99
16483,8890,7,L,,1,29.99,29.99
16484,8891,18,,5,1,129.99,129.99
16485,8891,24,,,1,12.99,12.99
16486,8891,12,S,,1,149.99,149.99
16487,8891,28,,,1,18.99,18.99
16488,8892,15,,9,1,69.99,69.99
16489,8892,25,,,1,19.99,19.99
16490,8892,2,S,,1,99.99,99.99
16491,8893,31,,,1,69.99,69.99
16492,8894,6,M,,1,119.99,119.99
16493,8895,8,M,,1,39.99,39.99
16494,8895,15,,10,1,69.99,69.99
16495,8895,18,,8,1,129.99,129.99
16496,8896,14,,9,1,49.99,49.99
16497,8896,21,,6,1,29.99,29.99
16498,8897,8,XS,,2,39.99,79.98
16499,8897,28,,,1,18.99,18.99
16500,8898,28,,,1,18.99,18.99
16501,8899,7,S,,1,29.99,29.99
16502,8900,13,,7,1,69.99,69.99
16503,8900,7,XL,,2,29.99,59.98
16504,8900,27,,,2,19.99,39.98
16505,8901,30,,,2,24.99,49.98
16506,8902,28,,,1,18.99,18.99
16507,8903,20,,6,1,19.99,19.99
16508,8903,19,,9,1,49.99,49.99
16509,8904,15,,8,1,69.99,69.99
16510,8904,21,,8,1,29.99,29.99
16511,8904,10,S,,1,29.99,29.99
16512,8905,19,,5,1,49.99,49.99
16513,8905,3,L,,2,129.99,259.98
16514,8905,6,XL,,1,119.99,119.99
16515,8905,11,XL,,1,49.99,49.99
16516,8906,18,,7,1,129.99,129.99
16517,8906,13,,10,1,69.99,69.99
16518,8906,7,M,,1,29.99,29.99
16519,8906,20,,7,1,19.99,19.99
16520,8906,13,,6,1,69.99,69.99
16521,8906,33,,,1,24.99,24.99
16522,8906,7,L,,1,29.99,29.99
16523,8906,31,,,1,69.99,69.99
16524,8906,25,,,2,19.99,39.98
16525,8907,4,L,,1,49.99,49.99
16526,8907,25,,,2,19.99,39.98
16527,8907,19,,7,1,49.99,49.99
16528,8908,3,M,,2,129.99,259.98
16529,8909,30,,,2,24.99,49.98
16530,8910,25,,,2,19.99,39.98
16531,8911,10,M,,1,29.99,29.99
16532,8911,11,XS,,2,49.99,99.98
16533,8912,25,,,1,19.99,19.99
16534,8912,3,M,,2,129.99,259.98
16535,8912,24,,,2,12.99,25.98
16536,8913,28,,,2,18.99,37.98
16537,8914,6,L,,1,119.99,119.99
16538,8915,15,,11,1,69.99,69.99
16539,8915,24,,,2,12.99,25.98
16540,8915,32,,,1,49.99,49.99
16541,8915,29,,,1,24.99,24.99
16542,8916,31,,,2,69.99,139.98
16543,8917,22,,7,1,49.99,49.99
16544,8917,19,,6,1,49.99,49.99
16545,8918,20,,6,1,19.99,19.99
16546,8919,5,M,,1,99.99,99.99
16547,8919,8,S,,2,39.99,79.98
16548,8920,32,,,1,49.99,49.99
16549,8920,4,M,,2,49.99,99.98
16550,8920,17,,10,1,99.99,99.99
16551,8921,35,,,1,29.99,29.99
16552,8921,17,,7,1,99.99,99.99
16553,8921,21,,6,1,29.99,29.99
16554,8921,24,,,2,12.99,25.98
16555,8921,14,,8,1,49.99,49.99
16556,8921,17,,7,1,99.99,99.99
16557,8921,14,,6,1,49.99,49.99
16558,8921,23,,9,1,64.99,64.99
16559,8921,19,,5,1,49.99,49.99
16560,8922,15,,8,1,69.99,69.99
16561,8923,4,L,,1,49.99,49.99
16562,8924,18,,10,1,129.99,129.99
